LIST_ENTRPS,LIST_REGION,high_voltage
르노코리아,울산광역시,0
르노코리아,경기도,0
르노코리아,서울특별시,0
르노코리아,서울특별시,0
르노코리아,경상남도,0
르노코리아,경상남도,0
르노코리아,경기도,0
르노코리아,서울특별시,0
르노코리아,서울특별시,0
르노코리아,충청남도,0
르노코리아,전라남도,0
르노코리아,경기도,0
르노코리아,울산광역시,0
르노코리아,충청남도,0
르노코리아,경상남도,0
르노코리아,충청남도,0
르노코리아,부산광역시,0
르노코리아,인천광역시,0
르노코리아,광주광역시,1
르노코리아,부산광역시,0
르노코리아,경기도,0
르노코리아,충청북도,0
르노코리아,경상남도,0
르노코리아,경상남도,0
르노코리아,부산광역시,0
르노코리아,경기도,0
르노코리아,전북특별자치도,0
르노코리아,광주광역시,0
르노코리아,경상남도,1
르노코리아,경기도,0
르노코리아,울산광역시,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,경상북도,0
르노코리아,경기도,0
르노코리아,대구광역시,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,광주광역시,0
르노코리아,부산광역시,0
르노코리아,충청남도,1
르노코리아,충청북도,0
르노코리아,인천광역시,0
르노코리아,인천광역시,0
르노코리아,서울특별시,0
르노코리아,경상북도,0
르노코리아,경기도,0
르노코리아,세종특별자치시,0
르노코리아,세종특별자치시,1
르노코리아,부산광역시,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,인천광역시,0
르노코리아,전북특별자치도,0
르노코리아,경기도,0
르노코리아,대구광역시,0
르노코리아,전북특별자치도,0
르노코리아,경기도,0
르노코리아,전라남도,0
르노코리아,대구광역시,0
르노코리아,경기도,0
르노코리아,대구광역시,0
르노코리아,부산광역시,0
르노코리아,전북특별자치도,0
르노코리아,서울특별시,0
르노코리아,경상남도,0
르노코리아,서울특별시,0
르노코리아,울산광역시,0
르노코리아,부산광역시,0
르노코리아,경상남도,0
르노코리아,서울특별시,0
르노코리아,광주광역시,0
르노코리아,경기도,0
르노코리아,경상북도,0
르노코리아,경기도,0
르노코리아,경상남도,0
르노코리아,경상남도,0
르노코리아,부산광역시,0
르노코리아,경기도,0
르노코리아,서울특별시,0
르노코리아,부산광역시,0
르노코리아,전라남도,0
르노코리아,인천광역시,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,서울특별시,0
르노코리아,경상북도,0
르노코리아,인천광역시,0
르노코리아,부산광역시,0
르노코리아,경기도,0
르노코리아,전북특별자치도,0
르노코리아,경상북도,0
르노코리아,경상북도,0
르노코리아,인천광역시,0
르노코리아,경기도,0
르노코리아,강원특별자치도,0
르노코리아,경기도,0
르노코리아,광주광역시,0
르노코리아,경기도,0
르노코리아,대전광역시,0
르노코리아,대전광역시,1
르노코리아,충청북도,0
르노코리아,경상남도,0
르노코리아,충청남도,0
르노코리아,서울특별시,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,경상북도,0
르노코리아,인천광역시,0
르노코리아,전북특별자치도,0
르노코리아,경기도,0
르노코리아,인천광역시,0
르노코리아,경상북도,0
르노코리아,경상남도,0
르노코리아,경상남도,0
르노코리아,전라남도,0
르노코리아,경기도,0
르노코리아,전북특별자치도,0
르노코리아,경기도,0
르노코리아,전북특별자치도,0
르노코리아,충청북도,0
르노코리아,강원특별자치도,0
르노코리아,인천광역시,0
르노코리아,경기도,0
르노코리아,서울특별시,0
르노코리아,경기도,0
르노코리아,대전광역시,0
르노코리아,전라남도,0
르노코리아,전북특별자치도,0
르노코리아,충청북도,0
르노코리아,경상남도,0
르노코리아,경상남도,0
르노코리아,서울특별시,0
르노코리아,충청남도,0
르노코리아,서울특별시,0
르노코리아,광주광역시,1
르노코리아,서울특별시,0
르노코리아,경상남도,0
르노코리아,경기도,0
르노코리아,강원특별자치도,0
르노코리아,경기도,0
르노코리아,충청남도,0
르노코리아,제주특별자치도,0
르노코리아,경상남도,0
르노코리아,서울특별시,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,대구광역시,0
르노코리아,전북특별자치도,0
르노코리아,경상북도,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,전라남도,1
르노코리아,강원특별자치도,1
르노코리아,전라남도,0
르노코리아,경상북도,0
르노코리아,부산광역시,0
르노코리아,경상남도,0
르노코리아,경기도,0
르노코리아,대구광역시,0
르노코리아,경상북도,1
르노코리아,전북특별자치도,0
르노코리아,부산광역시,0
르노코리아,경기도,0
르노코리아,인천광역시,0
르노코리아,서울특별시,0
르노코리아,충청남도,1
르노코리아,경기도,0
르노코리아,전라남도,0
르노코리아,경기도,0
르노코리아,울산광역시,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,경기도,0
르노코리아,전북특별자치도,1
르노코리아,제주특별자치도,1
르노코리아,서울특별시,0
르노코리아,강원특별자치도,1
르노코리아,경기도,0
르노코리아,전북특별자치도,0
르노코리아,경기도,0
르노코리아,충청남도,1
르노코리아,대전광역시,0
르노코리아,서울특별시,0
르노코리아,경기도,0
르노코리아,경상북도,0
르노코리아,대구광역시,0
르노코리아,경기도,0
르노코리아,경기도,1
르노코리아,강원특별자치도,0
르노코리아,충청남도,0
르노코리아,경상남도,1
르노코리아,경기도,0
르노코리아,강원특별자치도,0
르노코리아,경기도,0
르노코리아,경기도,1
르노코리아,경기도,1
르노코리아,경기도,0
르노코리아,경상남도,1
르노코리아,충청남도,0
르노코리아,충청북도,0
르노코리아,경기도,1
르노코리아,경상북도,0
르노코리아,경기도,0
르노코리아,충청북도,1
르노코리아,서울특별시,1
르노코리아,서울특별시,1
르노코리아,충청북도,0
르노코리아,경기도,1
르노코리아,경기도,0
르노코리아,부산광역시,0
르노코리아,부산광역시,0
르노코리아,전북특별자치도,0
르노코리아,대전광역시,0
르노코리아,전북특별자치도,0
르노코리아,제주특별자치도,0
르노코리아,전라남도,0
르노코리아,경기도,0
르노코리아,충청남도,0
르노코리아,전북특별자치도,0
르노코리아,경기도,0
르노코리아,부산광역시,0
르노코리아,충청북도,0
르노코리아,서울특별시,0
르노코리아,경기도,0
르노코리아,광주광역시,0
르노코리아,경상남도,0
르노코리아,부산광역시,0
